antecedent,consequent,confidence,coverage,leverage,lift,strength,support
"JUMBO STORAGE BAG SUKI, JUMBO BAG RED RETROSPOT, PARTY BUNTING",PACK OF 72 RETROSPOT CAKE CASES,0.4083333333333333,0.04837734327756501,0.002337848197191876,1.1342338559163867,7.441666666666666,49
"JUMBO STORAGE BAG SUKI, JUMBO BAG RED RETROSPOT, PARTY BUNTING",WHITE HANGING HEART T-LIGHT HOLDER,0.49166666666666664,0.04837734327756501,-0.00646372079157562,0.7863179669030733,15.356435643564357,59
"JUMBO STORAGE BAG SUKI, JUMBO BAG RED RETROSPOT, REGENCY CAKESTAND 3 TIER",JUMBO BAG PINK POLKADOT,0.4411764705882353,0.041120741785930254,0.0005195127924032001,1.0294809363067898,10.42156862745098,45
"JUMBO STORAGE BAG SUKI, JUMBO BAG RED RETROSPOT, REGENCY CAKESTAND 3 TIER",JUMBO SHOPPER VINTAGE RED PAISLEY,0.5098039215686274,0.041120741785930254,0.0038222749418859565,1.2229870671672924,10.137254901960784,52
"JUMBO STORAGE BAG SUKI, JUMBO BAG RED RETROSPOT, REGENCY CAKESTAND 3 TIER",LUNCH BAG  BLACK SKULL.,0.4411764705882353,0.041120741785930254,0.000950530444664513,1.05529241590561,10.166666666666666,45
"JUMBO STORAGE BAG SUKI, JUMBO BAG RED RETROSPOT, REGENCY CAKESTAND 3 TIER",LUNCH BAG RED RETROSPOT,0.5098039215686274,0.041120741785930254,0.00039071132580550385,1.0189916417816118,12.166666666666666,52
"JUMBO STORAGE BAG SUKI, JUMBO BAG RED RETROSPOT, REGENCY CAKESTAND 3 TIER",PACK OF 72 RETROSPOT CAKE CASES,0.5490196078431373,0.041120741785930254,0.007772294934555244,1.5250203104758142,8.754901960784315,56
"JUMBO STORAGE BAG SUKI, JUMBO BAG RED RETROSPOT, REGENCY CAKESTAND 3 TIER",WHITE HANGING HEART T-LIGHT HOLDER,0.5392156862745098,0.041120741785930254,-0.0035389117153710246,0.8623626755666806,15.205882352941176,55
"JUMBO STORAGE BAG SUKI, JUMBO BAG RED RETROSPOT, SET OF 3 CAKE TINS PANTRY DESIGN ",JUMBO BAG PINK POLKADOT,0.7083333333333334,0.05079621044144326,0.00915847500851329,1.6528888366259016,16.106060606060606,76
"JUMBO STORAGE BAG SUKI, JUMBO BAG RED RETROSPOT, SET OF 3 CAKE TINS PANTRY DESIGN ",JUMBO SHOPPER VINTAGE RED PAISLEY,0.7258064516129032,0.05079621044144326,0.008224684691368729,1.7411633493479755,16.677419354838708,69
"JUMBO STORAGE BAG SUKI, JUMBO BAG RED RETROSPOT, SET OF 3 CAKE TINS PANTRY DESIGN ",NATURAL SLATE HEART CHALKBOARD ,0.4126984126984127,0.05079621044144326,0.0014272990279633672,1.0730591328075605,8.295652173913043,52
"JUMBO STORAGE BAG SUKI, JUMBO BAG RED RETROSPOT, SET OF 3 CAKE TINS PANTRY DESIGN ",WHITE HANGING HEART T-LIGHT HOLDER,0.5396825396825397,0.05079621044144326,-0.0032349890118534325,0.8631093099178204,17.625,68
"JUMBO STORAGE BAG SUKI, JUMBO BAG RED RETROSPOT, SET OF 3 CAKE TINS PANTRY DESIGN , JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG PINK POLKADOT,0.8679245283018868,0.02781697238459988,0.009445901372775782,2.025293313690339,20.056603773584907,53
"JUMBO STORAGE BAG SUKI, JUMBO BAG RED RETROSPOT, WHITE HANGING HEART T-LIGHT HOLDER",JUMBO BAG PINK POLKADOT,0.6225165562913907,0.08466035073573876,0.012153982681525453,1.4526362350713025,10.320388349514563,116
"JUMBO STORAGE BAG SUKI, JUMBO BAG RED RETROSPOT, WHITE HANGING HEART T-LIGHT HOLDER",LUNCH BAG RED RETROSPOT,0.5048543689320388,0.041523886313243295,0.00018901716801655614,1.0090985190458681,12.048543689320388,52
"JUMBO STORAGE BAG SUKI, JUMBO BAG RED RETROSPOT, WHITE HANGING HEART T-LIGHT HOLDER",NATURAL SLATE HEART CHALKBOARD ,0.40476190476190477,0.08466035073573876,0.0017069241677505425,1.052423380253569,4.542857142857143,85
"JUMBO STORAGE BAG SUKI, JUMBO BAG RED RETROSPOT, WHITE HANGING HEART T-LIGHT HOLDER, NATURAL SLATE HEART CHALKBOARD ",JUMBO BAG PINK POLKADOT,0.5529411764705883,0.03426728482160855,0.004262800336476563,1.2902827735045101,12.505882352941176,47
"JUMBO STORAGE BAG SUKI, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG PINK POLKADOT,0.6714285714285714,0.20681314251159041,0.03576967063514685,1.5667719392554762,4.447698744769874,304
"JUMBO STORAGE BAG SUKI, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG RED RETROSPOT,0.792332268370607,0.20681314251159041,0.016285624931510735,1.1581497888587453,16.00943396226415,384
"JUMBO STORAGE BAG SUKI, JUMBO SHOPPER VINTAGE RED PAISLEY, PARTY BUNTING",JUMBO BAG RED RETROSPOT,0.6625,0.03225156218504334,-0.0006978032767661942,0.9683743370654095,21.2125,53
"JUMBO STORAGE BAG SUKI, LUNCH BAG RED RETROSPOT",JUMBO BAG PINK POLKADOT,0.5180722891566265,0.13102197137673857,0.006395703865681442,1.2089165693819492,10.737373737373737,152
"JUMBO STORAGE BAG SUKI, LUNCH BAG RED RETROSPOT",JUMBO BAG RED RETROSPOT,0.7152777777777778,0.13102197137673857,0.002280070378421553,1.0455194624500754,22.038961038961038,228
"JUMBO STORAGE BAG SUKI, LUNCH BAG RED RETROSPOT",JUMBO SHOPPER VINTAGE RED PAISLEY,0.5,0.08264462809917356,0.003352088641738152,1.199468085106383,10.34,90
"JUMBO STORAGE BAG SUKI, LUNCH BAG RED RETROSPOT",LUNCH BAG  BLACK SKULL.,0.5043478260869565,0.13102197137673857,0.010131108922524536,1.2063980545889061,10.474747474747474,161
"JUMBO STORAGE BAG SUKI, LUNCH BAG RED RETROSPOT",WHITE HANGING HEART T-LIGHT HOLDER,0.41964285714285715,0.07659746018947793,-0.009284838592462449,0.6711309523809523,13.848214285714286,77
"JUMBO STORAGE BAG SUKI, LUNCH BAG RED RETROSPOT, JUMBO BAG PINK POLKADOT",JUMBO BAG RED RETROSPOT,0.84375,0.038701874622052004,0.006177350843127493,1.23330693871538,27.81967213114754,81
"JUMBO STORAGE BAG SUKI, LUNCH BAG RED RETROSPOT, JUMBO BAG PINK POLKADOT",LUNCH BAG  BLACK SKULL.,0.5104166666666666,0.038701874622052004,0.0035743422765297603,1.2209146978463514,10.802083333333334,49
"JUMBO STORAGE BAG SUKI, LUNCH BAG RED RETROSPOT, NATURAL SLATE HEART CHALKBOARD ",JUMBO BAG RED RETROSPOT,0.6987951807228916,0.033460995766982464,0.0004905019888856117,1.0214268979275973,20.44578313253012,58
"JUMBO STORAGE BAG SUKI, LUNCH BAG RED RETROSPOT, NATURAL SLATE HEART CHALKBOARD ",WHITE HANGING HEART T-LIGHT HOLDER,0.6385542168674698,0.033460995766982464,0.00044426348131836307,1.02123387165684,18.686746987951807,53
"JUMBO STORAGE BAG SUKI, LUNCH BAG RED RETROSPOT, PARTY BUNTING",JUMBO BAG RED RETROSPOT,0.703125,0.03225156218504334,0.0004899331496009532,1.0277557822628167,26.515625,55
"JUMBO STORAGE BAG SUKI, LUNCH BAG RED RETROSPOT, WHITE HANGING HEART T-LIGHT HOLDER",JUMBO BAG RED RETROSPOT,0.7,0.031042128603104215,0.00044767651702631465,1.0231879787860931,24.242857142857144,52
"JUMBO STORAGE BAG SUKI, NATURAL SLATE HEART CHALKBOARD ",JUMBO BAG PINK POLKADOT,0.6631578947368421,0.07982261640798226,0.009158312483003387,1.5474723968906272,13.805194805194805,97
"JUMBO STORAGE BAG SUKI, NATURAL SLATE HEART CHALKBOARD ",JUMBO BAG RED RETROSPOT,0.7159090909090909,0.07982261640798226,0.0011271956739284826,1.0464422510312317,24.594202898550726,134
"JUMBO STORAGE BAG SUKI, NATURAL SLATE HEART CHALKBOARD ",JUMBO SHOPPER VINTAGE RED PAISLEY,0.6493506493506493,0.07982261640798226,0.007720530559651311,1.5577507598784195,13.428571428571429,90
"JUMBO STORAGE BAG SUKI, NATURAL SLATE HEART CHALKBOARD ",LUNCH BAG RED RETROSPOT,0.5370370370370371,0.07982261640798226,0.001599413542950068,1.0734249559793476,13.202127659574469,83
"JUMBO STORAGE BAG SUKI, NATURAL SLATE HEART CHALKBOARD ",PARTY BUNTING,0.44554455445544555,0.04071759725861721,-0.0011297960820869219,0.9413741629699597,11.623762376237623,45
"JUMBO STORAGE BAG SUKI, NATURAL SLATE HEART CHALKBOARD ",WHITE HANGING HEART T-LIGHT HOLDER,0.5505050505050505,0.07982261640798226,-0.0032868346495123157,0.8804176516942475,17.82758620689655,109
"JUMBO STORAGE BAG SUKI, NATURAL SLATE HEART CHALKBOARD , JUMBO BAG PINK POLKADOT, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG RED RETROSPOT,0.8793103448275862,0.02338238258415642,0.004563635055306009,1.2852853920712006,31.425925925925927,51
"JUMBO STORAGE BAG SUKI, NATURAL SLATE HEART CHALKBOARD , JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG PINK POLKADOT,0.8545454545454545,0.036283007458173755,0.00944573884726588,1.9940733772342425,19.327272727272728,58
"JUMBO STORAGE BAG SUKI, NATURAL SLATE HEART CHALKBOARD , JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG RED RETROSPOT,0.8363636363636363,0.036283007458173755,0.0033975957845108393,1.2225103123158514,31.425925925925927,70
"JUMBO STORAGE BAG SUKI, NATURAL SLATE HEART CHALKBOARD , JUMBO SHOPPER VINTAGE RED PAISLEY",WHITE HANGING HEART T-LIGHT HOLDER,0.5666666666666667,0.036283007458173755,-0.0021265650343186837,0.9062647754137115,17.233333333333334,51
"JUMBO STORAGE BAG SUKI, NATURAL SLATE HEART CHALKBOARD , PARTY BUNTING",JUMBO BAG RED RETROSPOT,0.7076923076923077,0.026204394275347712,0.0006172718866095273,1.0344318027287975,26.107692307692307,46
"JUMBO STORAGE BAG SUKI, NATURAL SLATE HEART CHALKBOARD , PARTY BUNTING",WHITE HANGING HEART T-LIGHT HOLDER,0.6923076923076923,0.026204394275347712,0.0017564944482707915,1.1072013093289688,23.861538461538462,45
"JUMBO STORAGE BAG SUKI, NATURAL SLATE HEART CHALKBOARD , WHITE HANGING HEART T-LIGHT HOLDER",JUMBO BAG RED RETROSPOT,0.78125,0.02580124974803467,0.002505655786166162,1.1419508691809075,26.515625,50
"JUMBO STORAGE BAG SUKI, PACK OF 72 RETROSPOT CAKE CASES",JUMBO BAG PINK POLKADOT,0.5232558139534884,0.07337230397097359,0.0032839091903340716,1.2210122732940998,12.36046511627907,78
"JUMBO STORAGE BAG SUKI, PACK OF 72 RETROSPOT CAKE CASES",JUMBO BAG RED RETROSPOT,0.7432432432432432,0.07337230397097359,0.0017633205196866948,1.0863965025721065,27.370967741935484,128
"JUMBO STORAGE BAG SUKI, PACK OF 72 RETROSPOT CAKE CASES",JUMBO SHOPPER VINTAGE RED PAISLEY,0.5168539325842697,0.07337230397097359,0.003588075682116518,1.239899593593115,11.617977528089888,79
"JUMBO STORAGE BAG SUKI, PACK OF 72 RETROSPOT CAKE CASES",LUNCH BAG  BLACK SKULL.,0.43956043956043955,0.07337230397097359,0.0015774725991132364,1.0514268759206078,8.939655172413794,80
"JUMBO STORAGE BAG SUKI, PACK OF 72 RETROSPOT CAKE CASES",LUNCH BAG RED RETROSPOT,0.5465116279069767,0.07337230397097359,0.0016020952138634584,1.0923626857560482,14.430232558139535,93
"JUMBO STORAGE BAG SUKI, PACK OF 72 RETROSPOT CAKE CASES",REGENCY CAKESTAND 3 TIER,0.5288461538461539,0.07337230397097359,0.0032757829148389486,1.1733478395486445,10.75,82
"JUMBO STORAGE BAG SUKI, PACK OF 72 RETROSPOT CAKE CASES",WHITE HANGING HEART T-LIGHT HOLDER,0.5172413793103449,0.07337230397097359,-0.004849354901714526,0.8272193690388849,15.205882352941176,89
"JUMBO STORAGE BAG SUKI, PACK OF 72 RETROSPOT CAKE CASES, JUMBO BAG PINK POLKADOT",JUMBO BAG RED RETROSPOT,0.8727272727272727,0.031445273130417256,0.005094687158912283,1.2756629345904535,31.425925925925927,66
"JUMBO STORAGE BAG SUKI, PACK OF 72 RETROSPOT CAKE CASES, JUMBO BAG PINK POLKADOT",LUNCH BAG RED RETROSPOT,0.5897435897435898,0.031445273130417256,0.0028125039488619986,1.1787743548420422,15.91025641025641,46
"JUMBO STORAGE BAG SUKI, PACK OF 72 RETROSPOT CAKE CASES, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG RED RETROSPOT,0.8275862068965517,0.0318484176577303,0.0033542014733668837,1.209680369008189,29.25862068965517,61
"JUMBO STORAGE BAG SUKI, PACK OF 72 RETROSPOT CAKE CASES, LUNCH BAG RED RETROSPOT",JUMBO BAG RED RETROSPOT,0.7666666666666667,0.03749244104011288,0.0029733229409104785,1.1206344529561971,28.76271186440678,71
"JUMBO STORAGE BAG SUKI, PACK OF 72 RETROSPOT CAKE CASES, LUNCH BAG RED RETROSPOT",LUNCH BAG  BLACK SKULL.,0.5483870967741935,0.03749244104011288,0.004886248192462384,1.3117398202009518,11.150537634408602,51
"JUMBO STORAGE BAG SUKI, PACK OF 72 RETROSPOT CAKE CASES, LUNCH BAG RED RETROSPOT",WHITE HANGING HEART T-LIGHT HOLDER,0.4946236559139785,0.03749244104011288,-0.004898518868460019,0.7910470525432777,16.677419354838708,46
"JUMBO STORAGE BAG SUKI, PACK OF 72 RETROSPOT CAKE CASES, NATURAL SLATE HEART CHALKBOARD ",JUMBO BAG RED RETROSPOT,0.7272727272727273,0.026607538802660754,0.001147755150931143,1.0630524454920447,25.71212121212121,48
"JUMBO STORAGE BAG SUKI, PACK OF 72 RETROSPOT CAKE CASES, NATURAL SLATE HEART CHALKBOARD ",WHITE HANGING HEART T-LIGHT HOLDER,0.696969696969697,0.026607538802660754,0.0019075619097251243,1.1146572104018913,23.5,46
"JUMBO STORAGE BAG SUKI, PACK OF 72 RETROSPOT CAKE CASES, PARTY BUNTING",JUMBO BAG RED RETROSPOT,0.7424242424242424,0.026607538802660754,0.0015508996782441849,1.0851993714397956,25.71212121212121,49
"JUMBO STORAGE BAG SUKI, PACK OF 72 RETROSPOT CAKE CASES, REGENCY CAKESTAND 3 TIER",JUMBO BAG RED RETROSPOT,0.6829268292682927,0.03305785123966942,-3.998127543600414e-05,0.9982321744254569,20.695121951219512,56
"JUMBO STORAGE BAG SUKI, PACK OF 72 RETROSPOT CAKE CASES, REGENCY CAKESTAND 3 TIER",WHITE HANGING HEART T-LIGHT HOLDER,0.6463414634146342,0.03305785123966942,0.000696340547177072,1.0336879432624113,18.914634146341463,53
"JUMBO STORAGE BAG SUKI, PACK OF 72 RETROSPOT CAKE CASES, WHITE HANGING HEART T-LIGHT HOLDER",JUMBO BAG RED RETROSPOT,0.8363636363636363,0.03587986293086071,0.004076546102128349,1.2225103123158514,30.854545454545455,71
"JUMBO STORAGE BAG SUKI, PACK OF 72 RETROSPOT CAKE CASES, WHITE HANGING HEART T-LIGHT HOLDER",LUNCH BAG RED RETROSPOT,0.5168539325842697,0.03587986293086071,0.0005938682131835737,1.0330831424458349,13.9438202247191,46
"JUMBO STORAGE BAG SUKI, PACK OF 72 RETROSPOT CAKE CASES, WHITE HANGING HEART T-LIGHT HOLDER",NATURAL SLATE HEART CHALKBOARD ,0.5168539325842697,0.03587986293086071,0.004745257312622003,1.3438744022801687,10.719101123595506,46
"JUMBO STORAGE BAG SUKI, PACK OF 72 RETROSPOT CAKE CASES, WHITE HANGING HEART T-LIGHT HOLDER",REGENCY CAKESTAND 3 TIER,0.5955056179775281,0.03587986293086071,0.00519504666127705,1.3212447990995158,12.561797752808989,53
"JUMBO STORAGE BAG SUKI, PAPER CHAIN KIT 50'S CHRISTMAS ",JUMBO BAG PINK POLKADOT,0.5476190476190477,0.054827655714573674,0.004032420426189832,1.2778636383998567,12.654761904761905,64
"JUMBO STORAGE BAG SUKI, PAPER CHAIN KIT 50'S CHRISTMAS ",JUMBO BAG RED RETROSPOT,0.7258064516129032,0.054827655714573674,0.0010415447302098884,1.0609091945938753,27.370967741935484,94
"JUMBO STORAGE BAG SUKI, PAPER CHAIN KIT 50'S CHRISTMAS ",JUMBO SHOPPER VINTAGE RED PAISLEY,0.5542168674698795,0.054827655714573674,0.004961985080076928,1.329530889515509,12.457831325301205,69
"JUMBO STORAGE BAG SUKI, PAPER CHAIN KIT 50'S CHRISTMAS ",WHITE HANGING HEART T-LIGHT HOLDER,0.5367647058823529,0.054827655714573674,-0.00485293046293238,0.8584428452231956,15.058252427184467,73
"JUMBO STORAGE BAG SUKI, PAPER CHAIN KIT 50'S CHRISTMAS , JUMBO BAG PINK POLKADOT",JUMBO BAG RED RETROSPOT,0.921875,0.02580124974803467,0.006133956531983537,1.3475020256334709,32.0188679245283,59
"JUMBO STORAGE BAG SUKI, PAPER CHAIN KIT 50'S CHRISTMAS , JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG RED RETROSPOT,0.7681159420289855,0.02781697238459988,0.002336060416582949,1.1227528545685908,28.283333333333335,53
"JUMBO STORAGE BAG SUKI, PAPER CHAIN KIT 50'S CHRISTMAS , WHITE HANGING HEART T-LIGHT HOLDER",JUMBO BAG RED RETROSPOT,0.7808219178082192,0.029429550493852045,0.0028454153646172457,1.1413251426772466,28.283333333333335,57
"JUMBO STORAGE BAG SUKI, PARTY BUNTING",JUMBO BAG PINK POLKADOT,0.46153846153846156,0.06208425720620843,0.0013834171402897042,1.076995441059411,10.42156862745098,66
"JUMBO STORAGE BAG SUKI, PARTY BUNTING",JUMBO BAG RED RETROSPOT,0.696969696969697,0.07458173755291272,0.00036316325187703757,1.018758593596543,25.71212121212121,120
"JUMBO STORAGE BAG SUKI, PARTY BUNTING",JUMBO SHOPPER VINTAGE RED PAISLEY,0.4895833333333333,0.07458173755291272,0.002814860568755584,1.1744791666666665,11.23913043478261,80
"JUMBO STORAGE BAG SUKI, PARTY BUNTING",LUNCH BAG  BLACK SKULL.,0.42857142857142855,0.07458173755291272,0.00046108487159326724,1.0251412040225925,9.876190476190477,78
"JUMBO STORAGE BAG SUKI, PARTY BUNTING",LUNCH BAG RED RETROSPOT,0.45714285714285713,0.07458173755291272,-0.0018269492568135062,0.9137331644986761,11.81904761904762,80
"JUMBO STORAGE BAG SUKI, PARTY BUNTING",WHITE HANGING HEART T-LIGHT HOLDER,0.4956521739130435,0.07458173755291272,-0.0060096245169081585,0.7926919518963922,15.356435643564357,81
"JUMBO STORAGE BAG SUKI, REGENCY CAKESTAND 3 TIER",JUMBO BAG RED RETROSPOT,0.6,0.0685345696432171,-0.003837877390836592,0.8770182675309369,20.950617283950617,102
"JUMBO STORAGE BAG SUKI, REGENCY CAKESTAND 3 TIER",JUMBO SHOPPER VINTAGE RED PAISLEY,0.6081081081081081,0.0685345696432171,0.006040910677564381,1.4588125359401953,13.972972972972974,83
"JUMBO STORAGE BAG SUKI, REGENCY CAKESTAND 3 TIER",LUNCH BAG  BLACK SKULL.,0.41379310344827586,0.0685345696432171,-0.00019958132616021578,0.9897915073321585,9.017391304347827,69
"JUMBO STORAGE BAG SUKI, REGENCY CAKESTAND 3 TIER",LUNCH BAG RED RETROSPOT,0.4,0.0685345696432171,-0.006874178966834272,0.7995165189363417,7.3,68
"JUMBO STORAGE BAG SUKI, REGENCY CAKESTAND 3 TIER",PACK OF 72 RETROSPOT CAKE CASES,0.4823529411764706,0.0685345696432171,0.0083848535813776,1.3398392727751796,8.118181818181819,82
"JUMBO STORAGE BAG SUKI, REGENCY CAKESTAND 3 TIER",WHITE HANGING HEART T-LIGHT HOLDER,0.47413793103448276,0.0685345696432171,-0.0070679906373929515,0.7582844216189777,14.1,79
"JUMBO STORAGE BAG SUKI, REGENCY CAKESTAND 3 TIER, JUMBO BAG PINK POLKADOT",JUMBO BAG RED RETROSPOT,0.8333333333333334,0.02176980447490425,0.0032479910526456287,1.2180809271263013,31.425925925925927,45
"JUMBO STORAGE BAG SUKI, REGENCY CAKESTAND 3 TIER, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG RED RETROSPOT,0.6265060240963856,0.033460995766982464,-0.0019283651749926387,0.9157620464178459,20.44578313253012,52
"JUMBO STORAGE BAG SUKI, REGENCY CAKESTAND 3 TIER, LUNCH BAG RED RETROSPOT",JUMBO BAG RED RETROSPOT,0.7647058823529411,0.027413827857286837,0.002208721679574375,1.1177683801864882,24.955882352941178,52
"JUMBO STORAGE BAG SUKI, REGENCY CAKESTAND 3 TIER, WHITE HANGING HEART T-LIGHT HOLDER",JUMBO BAG RED RETROSPOT,0.6962025316455697,0.0318484176577303,0.00038429156816435685,1.0176372302574164,21.481012658227847,55
"JUMBO STORAGE BAG SUKI, REGENCY CAKESTAND 3 TIER, WHITE HANGING HEART T-LIGHT HOLDER",PACK OF 72 RETROSPOT CAKE CASES,0.6708860759493671,0.0318484176577303,0.009900972800502658,1.863530695848158,11.30379746835443,53
"JUMBO STORAGE BAG SUKI, SET OF 3 CAKE TINS PANTRY DESIGN ",JUMBO BAG PINK POLKADOT,0.6883116883116883,0.07135658133440839,0.009043244421992449,1.6061685257357883,15.865671641791044,92
"JUMBO STORAGE BAG SUKI, SET OF 3 CAKE TINS PANTRY DESIGN ",JUMBO BAG RED RETROSPOT,0.835820895522388,0.07135658133440839,0.0046081670450192815,1.221716989595335,28.283333333333335,126
"JUMBO STORAGE BAG SUKI, SET OF 3 CAKE TINS PANTRY DESIGN ",JUMBO SHOPPER VINTAGE RED PAISLEY,0.6956521739130435,0.07135658133440839,0.00785282632471191,1.6688251618871415,15.432835820895523,90
"JUMBO STORAGE BAG SUKI, SET OF 3 CAKE TINS PANTRY DESIGN ",NATURAL SLATE HEART CHALKBOARD ,0.4017857142857143,0.07135658133440839,0.0011795288881170734,1.044684973045822,8.517857142857142,71
"JUMBO STORAGE BAG SUKI, SET OF 3 CAKE TINS PANTRY DESIGN ",WHITE HANGING HEART T-LIGHT HOLDER,0.5054945054945055,0.07135658133440839,-0.004394364736742601,0.8084327020497233,17.043956043956044,89
"JUMBO STORAGE BAG SUKI, SET OF 3 CAKE TINS PANTRY DESIGN , JUMBO BAG PINK POLKADOT",JUMBO BAG RED RETROSPOT,0.9183673469387755,0.03708929651279984,0.0052648513677801545,1.3423748992820463,34.63265306122449,76
"JUMBO STORAGE BAG SUKI, SET OF 3 CAKE TINS PANTRY DESIGN , JUMBO BAG PINK POLKADOT",JUMBO SHOPPER VINTAGE RED PAISLEY,0.8333333333333334,0.03708929651279984,0.010342310822642777,1.9991134751773052,19.14814814814815,61
"JUMBO STORAGE BAG SUKI, SET OF 3 CAKE TINS PANTRY DESIGN , JUMBO BAG PINK POLKADOT",WHITE HANGING HEART T-LIGHT HOLDER,0.5568181818181818,0.03708929651279984,-0.002428699957227349,0.890514184397163,17.625,51
"JUMBO STORAGE BAG SUKI, SET OF 3 CAKE TINS PANTRY DESIGN , JUMBO BAG PINK POLKADOT, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG RED RETROSPOT,0.8688524590163934,0.024591816166095546,0.00454250673901869,1.2699991305775864,32.0188679245283,53
"JUMBO STORAGE BAG SUKI, SET OF 3 CAKE TINS PANTRY DESIGN , JUMBO BAG RED RETROSPOT, JUMBO BAG PINK POLKADOT",JUMBO SHOPPER VINTAGE RED PAISLEY,0.7666666666666667,0.03063898407579117,0.008594755277416622,1.8391843971631205,17.233333333333334,53
"JUMBO STORAGE BAG SUKI, SET OF 3 CAKE TINS PANTRY DESIGN , JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG PINK POLKADOT,0.8363636363636363,0.036283007458173755,0.009906579930594293,1.9516462841015991,19.327272727272728,61
"JUMBO STORAGE BAG SUKI, SET OF 3 CAKE TINS PANTRY DESIGN , JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG RED RETROSPOT,0.9019607843137255,0.036283007458173755,0.004712102108601902,1.3183934740661145,33.27450980392157,69
"JUMBO STORAGE BAG SUKI, SET OF 3 CAKE TINS PANTRY DESIGN , JUMBO SHOPPER VINTAGE RED PAISLEY",WHITE HANGING HEART T-LIGHT HOLDER,0.5444444444444444,0.036283007458173755,-0.002932854088944767,0.8707249802994483,17.233333333333334,49
"JUMBO STORAGE BAG SUKI, SET OF 3 CAKE TINS PANTRY DESIGN , LUNCH BAG RED RETROSPOT",JUMBO BAG RED RETROSPOT,0.6956521739130435,0.02781697238459988,0.00032033778001774047,1.0168327739489122,24.594202898550726,48
"JUMBO STORAGE BAG SUKI, SET OF 3 CAKE TINS PANTRY DESIGN , NATURAL SLATE HEART CHALKBOARD ",JUMBO BAG RED RETROSPOT,0.746031746031746,0.02862326143922596,0.0015720279945315042,1.090472449046403,26.936507936507937,52
"JUMBO STORAGE BAG SUKI, SET OF 3 CAKE TINS PANTRY DESIGN , NATURAL SLATE HEART CHALKBOARD ",WHITE HANGING HEART T-LIGHT HOLDER,0.6901408450704225,0.02862326143922596,0.0018566101623707044,1.1037358905204275,21.845070422535212,49
"JUMBO STORAGE BAG SUKI, SET OF 3 CAKE TINS PANTRY DESIGN , WHITE HANGING HEART T-LIGHT HOLDER",JUMBO BAG RED RETROSPOT,0.8412698412698413,0.03587986293086071,0.0039908951584097544,1.2296816978608376,27.81967213114754,68
"JUMBO STORAGE BAG SUKI, SET OF 3 CAKE TINS PANTRY DESIGN , WHITE HANGING HEART T-LIGHT HOLDER",JUMBO SHOPPER VINTAGE RED PAISLEY,0.550561797752809,0.03587986293086071,0.004797509264055643,1.3207626105665788,11.617977528089888,49
"JUMBO STORAGE BAG SUKI, SET OF 3 CAKE TINS PANTRY DESIGN , WHITE HANGING HEART T-LIGHT HOLDER",NATURAL SLATE HEART CHALKBOARD ,0.550561797752809,0.03587986293086071,0.005954690894561129,1.4315183850375708,10.719101123595506,49
"JUMBO STORAGE BAG SUKI, WHITE HANGING HEART T-LIGHT HOLDER",JUMBO BAG PINK POLKADOT,0.5657142857142857,0.1217496472485386,0.009677500224386782,1.320088697755678,9.085470085470085,139
"JUMBO STORAGE BAG SUKI, WHITE HANGING HEART T-LIGHT HOLDER",JUMBO BAG RED RETROSPOT,0.7337278106508875,0.1217496472485386,0.0033787428253621546,1.0724878222271812,19.50574712643678,210
"JUMBO STORAGE BAG SUKI, WHITE HANGING HEART T-LIGHT HOLDER",LUNCH BAG RED RETROSPOT,0.4695121951219512,0.06611570247933884,-0.0020357132742832105,0.9384568896051572,11.70754716981132,77
"JUMBO STORAGE BAG SUKI, WHITE HANGING HEART T-LIGHT HOLDER, LUNCH BAG RED RETROSPOT",JUMBO BAG PINK POLKADOT,0.43636363636363634,0.04434589800443459,0.00034682943813184075,1.018250235183443,9.663636363636364,48
"JUMBO STORAGE BAG SUKI, WHITE HANGING HEART T-LIGHT HOLDER, LUNCH BAG RED RETROSPOT",JUMBO BAG RED RETROSPOT,0.7181818181818181,0.04434589800443459,0.0015097807242388636,1.049764289923394,24.594202898550726,79
"JUMBO STORAGE BAG SUKI, WHITE HANGING HEART T-LIGHT HOLDER, LUNCH BAG RED RETROSPOT",NATURAL SLATE HEART CHALKBOARD ,0.4818181818181818,0.04434589800443459,0.004311232938427495,1.2527777777777778,8.672727272727272,53
"JUMBO STORAGE BAG SUKI, WHITE HANGING HEART T-LIGHT HOLDER, LUNCH BAG RED RETROSPOT",PACK OF 72 RETROSPOT CAKE CASES,0.41818181818181815,0.04434589800443459,0.0025797674186816815,1.1615901455767077,8.118181818181819,46
