ID.x,Age,ChildrenNumber,CountryCitizen,EmploymentField,EmploymentStatus,ExpectedEarning,Gender,Income,JobPref,JobRoleInterest,LanguageAtHome,MaritalStatus,SchoolDegree,StudentDebtOwe
3bb3a0ce5db07c3abe9d6c3d2319045d,31,NA,United States of America,NA,Not working and not looking for work,50000,female,NA,work for a medium-sized company,  Front-End Web Developer,English,NA,master's degree (non-professional),6500
259a409ab2f7ff922cef23acf7a9facf,29,NA,Turkey,NA,Not working but looking for work,NA,male,NA,freelance ,NA,Turkish,NA,bachelor's degree,NA
7e2da85685bd471dd3dbe0c6f00041c5,37,4,Estonia,NA,A stay-at-home parent or homemaker,NA,female,NA,freelance ,NA,Swedish,married or domestic partnership,bachelor's degree,NA
088fca1e2dd7defee4c9dcb68ade9144,30,NA,Ukraine,software development and IT,Employed for wages,NA,male,18000,NA,NA,Ukrainian,"single, never married",bachelor's degree,NA
97d27f044c5227b398d627ff65225835,32,NA,Philippines,sales,Employed for wages,15000,male,6250,work for a startup,Full-Stack Web Developer,Tagalog,NA,bachelor's degree,NA
2410ead6de0ef8a3d7351bd46060992a,36,NA,United States of America,software development and IT,Employed for wages,NA,male,NA,NA,NA,English,NA,bachelor's degree,NA
ac66a6512955979ae7de9f2c364d4cf5,27,NA,Romania,software development and IT,Employed for wages,10000,male,6000,work for a multinational corporation,  Front-End Web Developer,Romanian,NA,master's degree (non-professional),NA
26a662fe6645dc614875e7e2264cb26e,31,1,United States of America,software development and IT,Employed for wages,NA,male,100000,NA,NA,English,married or domestic partnership,bachelor's degree,1800
d0e71924623306a4e41771f9c7bacd0f,31,2,United States of America,NA,A stay-at-home parent or homemaker,65000,female,NA,work for a medium-sized company,  Front-End Web Developer,English,married or domestic partnership,master's degree (non-professional),NA
e446b9cc5f8456334b449307936fd411,25,NA,Uruguay,software development and IT,Employed for wages,NA,male,10000,NA,NA,Spanish,"single, never married","some college credit, no degree",NA
0171625bf06ace3199b23455742695cb,38,NA,United States of America,software development and IT,Employed for wages,75000,male,85000,work for a multinational corporation,  Quality Assurance Engineer,English,married or domestic partnership,bachelor's degree,NA
2c430313325bb647ce0d66cbcd3bb0e4,30,2,United States of America,finance,Employed for wages,80000,female,55000,work for a medium-sized company,  Data Scientist / Data Engineer,English,married or domestic partnership,master's degree (non-professional),25000
c9e4b8d26b6016020adaa3ce6177187b,20,NA,India,NA,Not working and not looking for work,10000,male,NA,work for a multinational corporation,Back-End Web Developer,Tamil,NA,high school diploma or equivalent (GED),NA
4593ec4bdcf942fbd32a902e3917f9aa,28,NA,United States of America,food and beverage,Employed for wages,50000,male,16000,work for a medium-sized company,  Front-End Web Developer,English,NA,bachelor's degree,65000
f3854e9b20f32e6a4f2c5e1bfbc71865,30,NA,Portugal,NA,Not working but looking for work,30000,male,NA,work for a medium-sized company,  Front-End Web Developer,Portuguese,NA,master's degree (non-professional),NA
733760b67ae272a6d1b22c1c8ea2eaf2,28,NA,Ghana,NA,Not working but looking for work,NA,male,NA,NA,NA,English,NA,bachelor's degree,NA
15aaa4f29dbb2063021f9c87924033c5,24,NA,Russia,NA,Not working but looking for work,NA,female,NA,work for a medium-sized company,  Front-End Web Developer,Russian,NA,bachelor's degree,NA
217307ff7708d4748c52d4c14ebe6d0e,23,NA,United States of America,finance,Employed for wages,60000,male,25000,work for a startup,Full-Stack Web Developer,English,NA,bachelor's degree,33000
f5ccd68d1ea1a6011e6598b446d8c22c,30,NA,Brazil,software development and IT,Employed for wages,NA,male,35000,NA,NA,Portuguese,married or domestic partnership,bachelor's degree,NA
62bf3941e89d9f635010600cc98eb351,27,NA,Brazil,NA,Not working but looking for work,24000,male,NA,work for a startup,Full-Stack Web Developer,Portuguese,NA,"some college credit, no degree",NA
bdcc58a9f72a4d83668c1743df2b57ec,37,2,United States of America,architecture or physical engineering,Employed for wages,60000,male,45000,work for a medium-sized company,  Data Scientist / Data Engineer,English,married or domestic partnership,"some college credit, no degree",30000
18fade6706c090668d8b6c180c357bf2,51,NA,United States of America,education,Employed for wages,75000,female,30000,work for a medium-sized company,  Product Manager,English,NA,"professional degree (MBA, MD, JD, etc.)",NA
0a1e80ba49cdb21b31ff919e284e2177,27,NA,United States of America,software development and IT,Employed for wages,NA,male,15000,start your own business,NA,Spanish,NA,"some college credit, no degree",NA
2a3829e81bda72d4521359a72c5efa86,35,NA,United States of America,food and beverage,Employed for wages,NA,male,40000,freelance ,NA,English,divorced,"trade, technical, or vocational training",NA
be75f50b7a8148eae4894a102e8d8623,27,NA,Canada,education,Employed for wages,NA,male,NA,start your own business,NA,English,NA,bachelor's degree,NA
bac569cf46c3ce56418d54e00f2e2d48,29,NA,United States of America,software development and IT,Employed for wages,NA,female,47000,freelance ,NA,English,NA,bachelor's degree,NA
cca8df9ad22cc5f3ac76c9dfd427856e,23,NA,Morocco,NA,Not working but looking for work,NA,male,NA,freelance ,NA,Arabic,NA,bachelor's degree,NA
b802d3fd7d2e46d0c7b3685f9f6d7773,18,NA,Romania,NA,Not working but looking for work,NA,male,NA,start your own business,NA,Spanish,NA,high school diploma or equivalent (GED),NA
d10cf37208bf9632e41016d46fb8571d,49,2,United States of America,NA,Not working but looking for work,60000,male,NA,work for a startup,Full-Stack Web Developer,English,married or domestic partnership,"trade, technical, or vocational training",NA
91c0185d2ef9b28bbde995ced72eeb8f,20,NA,Switzerland,NA,NA,NA,male,NA,NA,NA,German,NA,"trade, technical, or vocational training",NA
8f5a4b2b4f6abfbf061846ebaddce163,44,NA,United States of America,software development and IT,Self-employed business owner,NA,male,120000,freelance ,NA,English,married or domestic partnership,bachelor's degree,NA
6c98dedcfda054b0ba019293fe89b67f,29,NA,Venezuela,software development and IT,Employed for wages,NA,male,40000,NA,NA,Spanish,NA,"professional degree (MBA, MD, JD, etc.)",NA
44e04db6b327e0c35106fa8617965cce,16,NA,Japan,NA,Self-employed business owner,80000,male,60000,work for a startup,  Data Scientist / Data Engineer,English,NA,bachelor's degree,10000
dcad5eb77da74870f8f77a097f3f4637,29,NA,United States of America,NA,Not working and not looking for work,80000,female,NA,work for a medium-sized company,Full-Stack Web Developer,English,NA,bachelor's degree,NA
3e719de27341fe7f3f83559b3382b24b,21,NA,Egypt,software development and IT,Employed for wages,NA,male,38000,NA,NA,Arabic,NA,high school diploma or equivalent (GED),NA
3aaf72a29ab22358753bb2c079212b6d,32,NA,Venezuela,software development and IT,Employed for wages,NA,male,10000,start your own business,NA,Spanish,married or domestic partnership,bachelor's degree,NA
bcf2a324404a9830430e07d4f96492f6,24,NA,Poland,software development and IT,Self-employed freelancer,NA,male,10000,NA,NA,Polish,NA,"some college credit, no degree",NA
e31a3b23a01ac559770666502c14435d,43,NA,Spain,software development and IT,Employed for wages,NA,male,30000,freelance ,NA,Spanish,NA,master's degree (non-professional),NA
d1277ee75ebab4a9686ebbf18dbc84fc,26,NA,United States of America,software development and IT,Employed for wages,NA,male,50000,freelance ,NA,English,married or domestic partnership,associate's degree,NA
fcd57c1eb75e8831dc289fd33f54b1b7,26,NA,Brazil,software development and IT,Self-employed freelancer,NA,male,15000,NA,NA,Portuguese,married or domestic partnership,no high school (secondary school),NA
2e245bac8991374c8a1190aeeb27b015,28,NA,United States of America,finance,Employed for wages,50000,female,28000,work for a medium-sized company,  Data Scientist / Data Engineer,English,married or domestic partnership,bachelor's degree,25000
792a05b4f089c8755878dc0cafaaccb7,27,NA,United States of America,finance,Employed for wages,NA,male,67000,start your own business,NA,English,NA,bachelor's degree,NA
befca10852900b3fabd009dcc12435dc,22,NA,United States of America,NA,Doing an unpaid internship,NA,male,NA,NA,NA,English,NA,"some college credit, no degree",7000
96632043d731598aa59813286ab7e61f,32,NA,Canada,software development and IT,Employed for wages,NA,male,58000,NA,NA,English,married or domestic partnership,bachelor's degree,NA
2eae1351f3ba0c95981bd5ec3a112ae6,23,1,United States of America,software development and IT,Employed for wages,NA,male,56000,NA,NA,English,married or domestic partnership,bachelor's degree,NA
8496cbede51cceb3b0ded6db968612ad,30,2,United States of America,software development and IT,Employed for wages,90000,male,70000,work for a multinational corporation,  User Experience Designer,English,married or domestic partnership,bachelor's degree,NA
c6e328b5d4741fc829fd9c9fc98a5a38,34,NA,United Kingdom,software development and IT,Employed for wages,NA,male,60000,NA,NA,Hindi,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",NA
db5acb68691e7b11d02b25e3380f4c35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9540f3a879df9c1a65978783b48c7007,28,NA,United States of America,education,Employed for wages,NA,male,32000,freelance ,NA,English,married or domestic partnership,bachelor's degree,NA
0d264896d409adcfb6a6a49ecbb9fe61,34,NA,Brazil,education,Employed for wages,NA,male,15000,NA,NA,Portuguese,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",NA
0cc0446b7b23e1d17bc61946e56d285f,43,3,United States of America,NA,Employed for wages,NA,male,22000,freelance ,NA,English,divorced,"some college credit, no degree",6000
e4b360df9f66f507437bcad515f6f3e3,43,2,United Kingdom,NA,Not working but looking for work,NA,male,NA,NA,NA,English,married or domestic partnership,master's degree (non-professional),NA
2826b43f0a1f4c5964ec75f475c135da,25,NA,India,software development and IT,Employed for wages,NA,male,10000,freelance ,NA,Telugu,"single, never married","professional degree (MBA, MD, JD, etc.)",25000
fc423296346062f38283e79bfbe5836e,37,1,United Kingdom,architecture or physical engineering,Employed for wages,NA,male,80000,start your own business,NA,English,married or domestic partnership,master's degree (non-professional),NA
be28f0f1be67ab076dc666bd939d9571,26,NA,United States of America,NA,NA,48000,male,NA,work for a medium-sized company,Back-End Web Developer,English,NA,"some college credit, no degree",18000
cf70eb40168a3f63d1e131bd4d3c534d,25,NA,South Africa,education,Employed for wages,NA,male,10000,start your own business,NA,English,married or domestic partnership,bachelor's degree,NA
6966036ec01b9e51542d37ea959d23e0,23,NA,Denmark,software development and IT,Employed for wages,NA,male,22000,NA,NA,Khmer,NA,high school diploma or equivalent (GED),NA
17250599c417c2a52c5cb44cd9fd3fb3,NA,NA,United States of America,education,Employed for wages,NA,female,NA,freelance ,NA,English,NA,bachelor's degree,NA
02acbe2e41e4fccfd72926d77a64135b,38,2,South Africa,software development and IT,Employed for wages,NA,male,NA,start your own business,NA,English,married or domestic partnership,bachelor's degree,NA
9e0607a7da2021084f3fef431b972373,40,2,United Kingdom,software development and IT,Employed for wages,80000,male,47000,work for a startup,  Front-End Web Developer,Spanish,married or domestic partnership,"some college credit, no degree",NA
309c1dfcaa7f5dd6a2fc8ed8a4fe3ad5,38,NA,United States of America,software development and IT,Employed for wages,50000,female,12000,work for a medium-sized company,  Front-End Web Developer,English,NA,bachelor's degree,NA
409681e8900491f9b67c0070092da3c9,34,NA,United States of America,NA,NA,75000,male,NA,work for a medium-sized company,Full-Stack Web Developer,English,NA,bachelor's degree,3000
336838e86e229c7862355d74f8e15c5e,18,NA,Canada,"arts, entertainment, sports, or media",Employed for wages,NA,female,NA,work for a startup,  Front-End Web Developer,NA,NA,high school diploma or equivalent (GED),NA
eb92767914fba12abd779d46be798ded,29,NA,India,NA,NA,NA,female,NA,NA,NA,Telugu,NA,"professional degree (MBA, MD, JD, etc.)",NA
999e1508340fa648953bfdb95c73c1ef,29,NA,Canada,NA,Not working but looking for work,NA,male,NA,NA,NA,English,NA,"some college credit, no degree",NA
58b6bdfdc8cf819f5d979206d13dc96d,35,3,United States of America,NA,Employed for wages,NA,male,85000,freelance ,NA,English,married or domestic partnership,bachelor's degree,85000
34771f823e3cf2ae6ae300a5dc5dc209,32,1,United States of America,food and beverage,Employed for wages,NA,male,40000,start your own business,NA,English,married or domestic partnership,master's degree (non-professional),15000
382f765f0e6c54ad9914cf3a19ce6353,25,NA,United States of America,health care,Employed for wages,NA,male,32000,freelance ,NA,English,NA,bachelor's degree,35000
a3017549d6848bd5796562c9a6c008da,30,NA,United States of America,NA,Employed for wages,70000,female,30000,work for a multinational corporation,  Front-End Web Developer,Bengali,NA,bachelor's degree,NA
2d4f58948045c0a3eeee80202d00759b,NA,1,United States of America,NA,Not working but looking for work,NA,male,NA,start your own business,NA,English,married or domestic partnership,bachelor's degree,70000
d8fee937325d4287a000e99460e40c50,42,NA,United States of America,"arts, entertainment, sports, or media",Employed for wages,55000,male,54000,work for a medium-sized company,Full-Stack Web Developer,English,NA,"trade, technical, or vocational training",14000
1c28cda8afe4f7253664a9d1e8d0f658,26,1,United States of America,software development and IT,Employed for wages,NA,male,80000,start your own business,NA,English,married or domestic partnership,"some college credit, no degree",NA
e42eea5a3f5ecf483b7bc0b7b6ceb54f,60,NA,United States of America,health care,Employed for wages,NA,female,60000,freelance ,NA,English,NA,"professional degree (MBA, MD, JD, etc.)",NA
92c739ea4b42b2af9e871cf5b8762532,35,4,Hungary,software development and IT,Employed for wages,NA,male,15000,NA,NA,Hungarian,married or domestic partnership,bachelor's degree,NA
948ac82a3ee1cf9fbc5c29adb9febb79,29,NA,United States of America,NA,Unable to work,60000,male,NA,work for a startup,  Front-End Web Developer,English,NA,master's degree (non-professional),49000
4baa855e655227b6e1b214205574abf9,23,NA,Hungary,NA,Not working but looking for work,NA,male,NA,start your own business,NA,Hungarian,NA,"some college credit, no degree",NA
e8eab50560c026a00fac423c4ca360eb,27,NA,United States of America,sales,Employed for wages,90000,male,55000,work for a multinational corporation,  User Experience Designer,English,NA,bachelor's degree,30000
c35e91a8154f8412ceb4b66b37b0bca8,24,NA,United States of America,sales,Self-employed freelancer,45000,female,18000,work for a medium-sized company,  Front-End Web Developer,English,NA,bachelor's degree,65000
7aa6424168c0aadaf70b0be7e301fc02,42,NA,United States of America,health care,Employed for wages,NA,female,60000,start your own business,NA,English,NA,"some college credit, no degree",NA
d3d47b37fe7cecd14d1b352dfa4cba44,26,NA,Finland,NA,Not working but looking for work,60000,female,NA,work for a startup,  Front-End Web Developer,English,NA,"trade, technical, or vocational training",6000
89b804d6d9826876d41eeecca6adff0f,32,1,United States of America,health care,Employed for wages,70000,female,100000,work for a startup,  Front-End Web Developer,English,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",NA
269276a7c23c60454a7ee498603d37aa,52,NA,France,NA,NA,50000,female,NA,work for a startup,Full-Stack Web Developer,English,NA,Ph.D.,NA
49c4d961691ac11ce25f11a1994f8343,27,NA,Canada,software development and IT,Employed for wages,NA,male,120000,NA,NA,English,NA,associate's degree,NA
40478f96405c92a04efded45e210180d,30,NA,Brazil,finance,Employed for wages,NA,male,150000,start your own business,NA,Portuguese,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",NA
f8c9ce73411b66dbe9806b2cc461fa77,28,NA,Argentina,software development and IT,Employed for wages,NA,male,8000,NA,NA,Spanish,NA,"some college credit, no degree",NA
1d0d2895fbb127c25d888e499d4286c2,34,NA,Canada,software development and IT,Employed for wages,60000,female,25000,work for a medium-sized company,Back-End Web Developer,English,NA,"some college credit, no degree",NA
d8c2d0d6f18e69c83c9ca09e8b53ba9b,33,2,United States of America,software development and IT,Employed for wages,NA,male,61200,freelance ,NA,English,married or domestic partnership,bachelor's degree,33000
3b88f497b2b3a3261bf6757df92e598d,22,NA,India,NA,Doing an unpaid internship,60000,male,NA,work for a startup,  Mobile Developer,Hindi,NA,bachelor's degree,NA
840f3bac97e9221499f7bc98ea990324,26,NA,Tunisia,NA,Not working but looking for work,NA,male,NA,NA,NA,Arabic,"single, never married","professional degree (MBA, MD, JD, etc.)",NA
37384cc3d33acf1817adbecac0db0c38,23,1,United States of America,software development and IT,Employed for wages,NA,male,10000,NA,NA,English,married or domestic partnership,"some college credit, no degree",10000
dd0f4d1432c8d5daab329e60cf2253c9,26,NA,United States of America,software development and IT,Employed for wages,NA,male,40000,NA,NA,English,NA,associate's degree,NA
b1a4cef7cd7858e72fa22a4621c13b03,28,NA,United States of America,architecture or physical engineering,Employed for wages,65000,female,75000,work for a multinational corporation,Full-Stack Web Developer,English,NA,bachelor's degree,NA
04dde94e0b8c8ec28deab389fd1a56c7,39,NA,Argentina,software development and IT,Employed for wages,NA,male,NA,start your own business,NA,Spanish,NA,"professional degree (MBA, MD, JD, etc.)",NA
51e51131de4c8807b5cbfd928ec50edb,31,3,United States of America,software development and IT,Employed for wages,NA,male,60000,NA,NA,English,married or domestic partnership,bachelor's degree,7000
9d95b55bf5814f9a9d6fdd9af20c3346,63,2,United States of America,software development and IT,Employed for wages,NA,male,120000,freelance ,NA,English,married or domestic partnership,master's degree (non-professional),NA
4b45b5c2b18f916a5b28cca8d8876c92,23,NA,United States of America,finance,Employed for wages,90000,female,50000,work for a medium-sized company,  Data Scientist / Data Engineer,English,NA,"professional degree (MBA, MD, JD, etc.)",NA
5add5fc96085d807ed0daf5ac3e8d59d,19,NA,United States of America,NA,Not working and not looking for work,40000,male,NA,work for a startup,Full-Stack Web Developer,English,NA,high school diploma or equivalent (GED),6000
bdbbd8bdccdbde036a43a49f8569b260,45,2,United States of America,NA,Employed for wages,55000,female,72500,work for a multinational corporation,Full-Stack Web Developer,English,divorced,"professional degree (MBA, MD, JD, etc.)",55000
7a2e7bd1559818681681ebaf929e56f4,16,NA,United States of America,NA,Not working but looking for work,75000,male,NA,work for a medium-sized company,Full-Stack Web Developer,English,NA,some high school,NA
11ada9a3119dc81404ce4d8fa3ba6239,42,1,United States of America,software development and IT,Employed for wages,NA,male,43500,NA,NA,English,married or domestic partnership,Ph.D.,150000
c82cdb8360b249ff4e1ac0a4970051bf,32,1,United States of America,education,Employed for wages,NA,female,45000,start your own business,NA,English,married or domestic partnership,master's degree (non-professional),50000
4859d68409b840b97d0facef65595f9b,27,NA,United States of America,NA,Employed for wages,47000,male,47000,work for a multinational corporation,Back-End Web Developer,English,NA,bachelor's degree,11000
ae092f368f93a26aa8177e640bb84426,27,NA,United States of America,transportation,Employed for wages,60000,male,42000,work for a medium-sized company,  Data Scientist / Data Engineer,English,NA,master's degree (non-professional),120000
e8639a4dcb6bba79f8ae9b6948597ac2,27,1,United States of America,construction and extraction,Employed for wages,50000,male,110000,work for a startup,Full-Stack Web Developer,English,married or domestic partnership,high school diploma or equivalent (GED),NA
7523f8b762e9952d8074bce6ed863ee1,32,NA,France,software development and IT,Employed for wages,NA,male,28500,NA,NA,French,NA,"professional degree (MBA, MD, JD, etc.)",NA
25489ed1d58c9710610581f27cbbffc5,27,NA,Argentina,office and administrative support,Employed for wages,30000,male,10000,work for a medium-sized company,Full-Stack Web Developer,Spanish,NA,"some college credit, no degree",NA
ab1843fedda431a128dcb773c09533e7,19,NA,India,software development and IT,Self-employed freelancer,NA,male,200000,NA,NA,Malayalam,NA,bachelor's degree,NA
533d5f55d238aefe10fad3b2b41363a7,40,NA,United States of America,software development and IT,Employed for wages,NA,genderqueer,65000,NA,NA,English,NA,"some college credit, no degree",NA
b53277cc481a6e4fb01f0cdce139554c,49,NA,United States of America,software development and IT,Employed for wages,60000,female,42000,work for a startup,  Quality Assurance Engineer,English,NA,"some college credit, no degree",NA
542c102188609ba444373a9e893cc2a5,27,NA,India,software development and IT,Employed for wages,NA,male,6000,NA,NA,Gujarati,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",NA
8a15521e5cd002d3f6762f9de972321c,34,NA,Poland,NA,Not working but looking for work,NA,female,NA,start your own business,NA,Polish,NA,"some college credit, no degree",NA
b5d66873ac2a0dbe255c4ead69198d6c,25,NA,India,software development and IT,Employed for wages,NA,male,13000,start your own business,NA,Hindi,married or domestic partnership,bachelor's degree,NA
59c0983f4bc0ff518c6dd727a8856c1f,20,NA,India,NA,Unable to work,10000,male,NA,work for a startup,Back-End Web Developer,Hindi,"single, never married","some college credit, no degree",NA
06f1df00b9ed6b4b8ad605dd1c4017b6,27,1,Russia,NA,Employed for wages,NA,male,14000,start your own business,NA,Russian,married or domestic partnership,bachelor's degree,NA
52f3cfe1f9329b17143544f9d433da6c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e8280373ef51946329098d706152cf22,24,NA,Germany,NA,NA,28000,male,NA,work for a startup,  Quality Assurance Engineer,German,NA,some high school,NA
02787d684476ff60e35231d481be0783,40,2,Poland,NA,Not working but looking for work,20000,male,NA,work for a medium-sized company,Full-Stack Web Developer,Polish,married or domestic partnership,bachelor's degree,NA
24b415c0f2593c75cedd00355c0fb14a,37,NA,United States of America,software development and IT,Employed for wages,NA,female,35000,NA,NA,English,married or domestic partnership,associate's degree,35000
b7e6e72f9fb6aa4372f04170f92a3324,25,NA,Canada,software development and IT,Employed for wages,40000,male,42000,work for a startup,Full-Stack Web Developer,English,NA,"trade, technical, or vocational training",10000
d0b2ed95cbe85affd7651b5a7c9f31a2,38,NA,United States of America,sales,Employed for wages,NA,female,NA,freelance ,NA,English,NA,master's degree (non-professional),NA
de7cb2b21b62dfd30f5e1a9ae653b2d6,30,NA,India,software development and IT,Employed for wages,NA,male,130000,NA,NA,Hindi,NA,"professional degree (MBA, MD, JD, etc.)",NA
8c091a1142dd45073eef70784fdd2693,48,NA,Belgium,transportation,Employed for wages,NA,male,50000,freelance ,NA,Dutch,married or domestic partnership,"some college credit, no degree",NA
49d792a110877dbcc3511decffb6b27d,26,NA,United States of America,office and administrative support,Employed for wages,50000,female,60000,work for a medium-sized company,  Front-End Web Developer,English,NA,bachelor's degree,53000
bb4e43308de4bdc133881a783bb0b0c9,NA,NA,India,NA,Not working but looking for work,NA,female,NA,start your own business,NA,Marathi,NA,some high school,NA
376bc293641577889c5d18da3f8b7263,27,NA,United States of America,finance,Self-employed business owner,NA,male,18000,freelance ,NA,Punjabi,married or domestic partnership,bachelor's degree,NA
780459ea045adc00595e27890774ebe6,28,NA,Morocco,NA,Doing an unpaid internship,30000,female,NA,work for a startup,  Front-End Web Developer,Arabic,NA,master's degree (non-professional),NA
599f79098346dcee2e5a6ef8e0d6ffa9,22,NA,Canada,software development and IT,Employed for wages,NA,male,26000,NA,NA,English,NA,high school diploma or equivalent (GED),8500
6ff3bd7fe9177bc392b7480e9c98a1ac,37,NA,Canada,software development and IT,Employed for wages,NA,male,100000,start your own business,NA,English,married or domestic partnership,bachelor's degree,NA
2f44cd57eb496a1c25ba2fe0eef45b2b,32,NA,India,NA,Not working but looking for work,60000,male,NA,work for a startup,  Front-End Web Developer,Malayalam,"single, never married",master's degree (non-professional),NA
37ef9b166899eea42e7197e33b5496e7,33,NA,United States of America,"arts, entertainment, sports, or media",Self-employed business owner,NA,female,NA,freelance ,NA,English,NA,bachelor's degree,NA
e36718402ab3ae80f21f43b5be3c36a0,32,NA,Canada,NA,Not working but looking for work,26000,male,NA,work for a multinational corporation,Full-Stack Web Developer,French,NA,"some college credit, no degree",NA
460a93b27ce091609c6bbf3cc6e37dac,38,4,United States of America,software development and IT,Employed for wages,NA,male,NA,NA,NA,English,married or domestic partnership,bachelor's degree,NA
5df64ea5a2e1badb8df2088e15eb9919,25,NA,United States of America,software development and IT,Employed for wages,NA,male,33000,NA,NA,Mandarin Chinese,NA,master's degree (non-professional),NA
6e381f5af6cbfe306ab3120de565ac97,37,2,United States of America,software development and IT,Self-employed freelancer,NA,male,28000,NA,NA,English,married or domestic partnership,"some college credit, no degree",15000
c85855002588271825c2429969a5c5c1,32,NA,Poland,food and beverage,Employed for wages,25934,female,14416,work for a multinational corporation,Back-End Web Developer,Polish,NA,bachelor's degree,NA
8a8a8bac2f33888486c0bccdf5482ee8,25,NA,Pakistan,NA,Not working but looking for work,30000,male,NA,work for a startup,Full-Stack Web Developer,Sindhi,NA,some high school,NA
4b634760f32338db00e32c978a6ea6c1,20,NA,India,NA,Not working but looking for work,NA,male,NA,start your own business,NA,Hindi,NA,high school diploma or equivalent (GED),NA
4f8e51da3fd2c93b69230f41804fef94,25,NA,Portugal,NA,Not working but looking for work,NA,male,NA,freelance ,NA,Portuguese,NA,"professional degree (MBA, MD, JD, etc.)",25000
d3b63ca064ae4fba6efb847c67b8cd3a,23,NA,Ukraine,software development and IT,Employed for wages,NA,female,NA,NA,NA,Ukrainian,NA,master's degree (non-professional),NA
d8ff1076f515059ba7ccab58d29a07f7,18,NA,Belarus,NA,Not working but looking for work,NA,male,NA,freelance ,NA,Russian,NA,high school diploma or equivalent (GED),NA
156533164e396cbd3ae14d5b92335858,NA,NA,United States of America,legal,Self-employed business owner,NA,NA,NA,start your own business,NA,English,NA,"professional degree (MBA, MD, JD, etc.)",NA
e878ba22f1e15f580b785eded7532fe8,47,NA,Ireland,NA,Not working but looking for work,NA,male,NA,freelance ,NA,English,NA,bachelor's degree,NA
33b07923ea38d96aa9d788291223d89d,25,NA,United States of America,education,Employed for wages,40000,female,26000,work for a medium-sized company,Full-Stack Web Developer,English,NA,master's degree (non-professional),NA
e1b344da5150235d9939089a8e36f452,18,NA,India,NA,Not working and not looking for work,15000,male,NA,work for a multinational corporation,Full-Stack Web Developer,Hindi,"single, never married",high school diploma or equivalent (GED),NA
f81a6d9267257c70f4bed3f5fe90b156,50,1,United States of America,software development and IT,Employed for wages,NA,male,30000,NA,NA,English,married or domestic partnership,high school diploma or equivalent (GED),NA
d55c2e7e249cbd16f24b93ffd4799b4f,39,NA,United States of America,office and administrative support,Self-employed freelancer,NA,female,20000,freelance ,NA,English,"single, never married","some college credit, no degree",50000
4c37f1b1eceeec81937ff49cd84d15f8,28,NA,United States of America,software development and IT,Employed for wages,50000,female,10000,work for a medium-sized company,  Front-End Web Developer,English,NA,bachelor's degree,NA
e87a3a695db1ca1cec4c2054ce1b6f3c,19,NA,Pakistan,NA,Not working and not looking for work,30000,male,NA,work for a startup,  Data Scientist / Data Engineer,Urdu,NA,high school diploma or equivalent (GED),NA
89569bffefe6ff9d62e2d34d7a1f64f3,31,NA,Canada,software development and IT,Employed for wages,NA,male,15000,NA,NA,English,NA,bachelor's degree,NA
cd3af4ec9596d8acd5b7d0642b3dd48b,25,NA,United States of America,NA,Employed for wages,50000,female,32000,work for a startup,  User Experience Designer,Polish,NA,bachelor's degree,15000
558c4df7e6a5041dd41fb3b870d13b9e,46,2,South Africa,software development and IT,Employed for wages,NA,male,90000,NA,NA,English,married or domestic partnership,bachelor's degree,NA
6408e78a47bf6cdd4db0e2b7f127dd54,31,NA,South Africa,finance,Employed for wages,30000,male,30000,work for a medium-sized company,Back-End Web Developer,English,married or domestic partnership,bachelor's degree,NA
c4d1b16d34b452a68f74405ccd9115e9,44,1,Bulgaria,software development and IT,Employed for wages,NA,male,25000,NA,NA,Burmese,married or domestic partnership,bachelor's degree,NA
b505d564f6a199600df2ce5d99a1e2c9,26,NA,Italy,NA,Self-employed freelancer,NA,female,NA,freelance ,NA,Italian,NA,bachelor's degree,NA
29b1cd94c06c4fc505bbd00c4fbad98d,32,NA,United States of America,software development and IT,Employed for wages,90000,female,50000,work for a medium-sized company,Full-Stack Web Developer,English,NA,bachelor's degree,45000
2ed2e07ab8b96728fdba73a4461b8a72,32,NA,Israel,NA,Not working but looking for work,34000,female,NA,work for a startup,  Mobile Developer,Arabic,NA,bachelor's degree,NA
b279453e551370b39ef0a954e0c0557a,52,2,United States of America,education,Employed for wages,NA,female,96000,freelance ,NA,English,divorced,"professional degree (MBA, MD, JD, etc.)",NA
f37181c7b12ccc95a9274f371c514e2d,27,NA,India,software development and IT,Employed for wages,NA,male,NA,NA,NA,Hindi,NA,master's degree (non-professional),NA
18f8a99fbedbc41e55cc58b41fb66a3b,34,2,Canada,software development and IT,Employed for wages,NA,male,46000,NA,NA,English,married or domestic partnership,bachelor's degree,NA
4cf2258ee9f4319cb00dad708945581e,23,NA,Ukraine,education,Employed for wages,NA,male,NA,NA,NA,Ukrainian,NA,master's degree (non-professional),NA
5e2d15de48046ea56c4657099c5a0927,28,1,United States of America,software development and IT,Employed for wages,NA,male,NA,NA,NA,English,married or domestic partnership,bachelor's degree,NA
